"股票代號","股票名稱","年月日","單月合併營收(千)","單月合併營收年成長(%)","單月合併營收月變動(%)","累計合併營收(千)","去年累計合併營收(千)","累計合併營收成長(%)","近12月累計合併營收(千)","近12月營收合併成長(%)"
4528,江興鍛,201712,265724,17.69,4.25,2738126,2241377,22.16,2738126,22.16
4528,江興鍛,201801,263518,58.35,-0.83,263518,166413,58.35,2837399,28.04
4528,江興鍛,201802,174836,-7.01,-33.65,438354,354432,23.68,2824216,24.39
4528,江興鍛,201803,242734,16.34,38.84,682034,562085,21.34,2858311,24.39
4528,江興鍛,201804,271310,33.14,11.77,952398,766854,24.2,2925838,27.37
4528,江興鍛,201805,207634,-3.01,-23.47,1160032,980933,18.26,2919393,24.98
4529,淳紳,201707,232,-56.23,-0.85,14510,56237,-74.2,16164,-73.02
4529,淳紳,201708,678,61.81,192.24,15187,56656,-73.19,16423,-72.09
4529,淳紳,201709,676,67.74,-0.29,15950,56959,-72,16696,-71.63
4529,淳紳,201710,680,67.9,0.59,16544,57464,-71.21,16971,-71.16
4529,淳紳,201711,676,218.87,-0.59,17219,57676,-70.15,17435,-70.27
4529,淳紳,201712,672,212.56,-0.59,18013,57937,-68.91,18013,-68.91
4529,淳紳,201801,656,-83.36,-2.38,656,3942,-83.36,14606,-76.2
4529,淳紳,201802,656,-68,0,1312,5992,-78.1,13212,-79.03
4529,淳紳,201803,652,-80.94,-0.61,1977,9419,-79.01,10444,-82.92
4529,淳紳,201804,656,-85.07,0.61,2620,13806,-81.02,6706,-86.91
4529,淳紳,201805,667,180.25,1.68,3288,14044,-76.59,7135,-70.57
4530,宏易,201707,3078,21.28,6.14,19658,15198,29.35,35202,-15.6
4530,宏易,201708,3905,44.79,26.87,23563,17895,31.67,36410,-1.24
4530,宏易,201709,4090,31.85,4.74,27647,20847,32.62,37398,2.53
4530,宏易,201710,4459,42.19,9.02,32112,24133,33.06,38721,1.7
4530,宏易,201711,6109,85.51,37,38221,27426,39.36,41537,17.9
4530,宏易,201712,5911,78.36,-3.24,44124,30590,44.24,44124,44.24
4530,宏易,201801,5052,79.09,-14.53,5052,2821,79.09,46365,41.93
4530,宏易,201802,5443,67.94,7.74,10495,6062,73.13,48567,35.25
4530,宏易,201803,5085,58.51,-6.58,15580,9269,68.09,50444,49.72
4530,宏易,201804,4497,88.63,-11.56,20077,11654,72.28,52557,50.97
4530,宏易,201805,1957,-3.5,-56.48,22034,13682,61.04,52486,51.04
4532,瑞智,201707,1604927,10.89,-9.47,11630475,10914439,6.56,18430803,12.13
4532,瑞智,201708,1522960,28.81,-5.11,13153435,12096811,8.73,18771391,12.74
4532,瑞智,201709,1469638,26.51,-3.5,14637280,13258018,10.4,19079379,14.3
4532,瑞智,201710,1664719,51.61,13.27,16287792,14356479,13.45,19646080,16
4532,瑞智,201711,1707947,28.14,2.6,17995739,15689356,14.7,20021150,16.78
4532,瑞智,201712,1830604,-9.62,7.18,19826889,17674255,12.18,19826889,12.18
4532,瑞智,201801,2075590,56.42,13.38,2075590,1326971,56.42,20574961,17.12
4532,瑞智,201802,1590008,-2.46,-23.39,3665598,2957066,23.96,20534874,14.57
4532,瑞智,201803,2258859,36.31,42.07,5929114,4619315,28.35,21136593,17.84
4532,瑞智,201804,2187252,15.7,-3.17,8111709,6504615,24.71,21433436,17.91
4532,瑞智,201805,2184992,24.99,-0.1,10296701,8252814,24.77,21870230,20.14
4533,協易機,201707,281021,-22.65,-10.31,2243377,2551129,-12.06,3877363,-0.4
4533,協易機,201708,312690,-12.2,11.27,2556067,2907259,-12.08,3833923,-6.24
4533,協易機,201709,315940,14.83,1.04,2872509,3180292,-9.68,3874724,-5.13
4533,協易機,201710,357935,-4.06,13.29,3229942,3555497,-9.16,3859560,-8.36
4533,協易機,201711,440866,61.44,23.17,3670808,3828579,-4.12,4027344,-3.34
4533,協易機,201712,336282,-5.68,-23.72,4007440,4188370,-4.32,4007440,-4.32
4533,協易機,201801,292120,-14.45,-13.13,292120,341471,-14.45,3957739,-4.95
4533,協易機,201802,209581,-42.42,-28.26,501701,705474,-28.88,3803317,-6.86
4533,協易機,201803,304561,-5.78,45.32,806262,1024510,-21.3,3784624,-7.42
4533,協易機,201804,270254,-5.29,-11.26,1076516,1314070,-18.08,3769536,-7.2
4533,協易機,201805,546313,63.11,102.15,1622829,1649014,-1.59,3980905,-0.8
4534,慶騰,201707,182180,-39.32,-12.76,1569258,1109377,41.45,2724346,70.02
4534,慶騰,201708,183823,-42.9,0.9,1753081,1431313,22.48,2586233,42.02
4534,慶騰,201709,136609,-34.29,-25.68,1891015,1653121,14.39,2514931,29.49
4534,慶騰,201710,100429,-54.73,-26.48,1990119,1861072,6.93,2393512,15.46
4534,慶騰,201711,151964,-40.03,51.31,2142083,2114451,1.31,2292097,3.25
4534,慶騰,201712,133615,-10.93,-12.07,2274521,2299012,-1.07,2274521,-1.07
4534,慶騰,201801,180930,11.83,35.41,180930,161790,11.83,2294838,-0.56
4534,慶騰,201802,76383,-66.1,-57.78,257313,387091,-33.53,2145920,-13.59
4534,慶騰,201803,124275,-59.86,62.7,382290,711230,-46.25,1960573,-27.43
4534,慶騰,201804,122891,-52.91,-1.11,504479,957686,-47.32,1822491,-36.04
4534,慶騰,201805,179555,-18.6,46.11,684034,1178263,-41.95,1781469,-37.46
4535,至興,201707,260072,-4.45,2.9,1810727,1833946,-1.27,3164519,-1.89
4535,至興,201708,276804,-3.34,6.43,2087531,2120316,-1.55,3154953,-3.03
4535,至興,201709,269307,6.46,-2.71,2356665,2373301,-0.69,3171285,-1.66
4535,至興,201710,260430,2.06,-3.3,2617268,2628465,-0.43,3176541,-0.56
4535,至興,201711,272018,-1.92,4.45,2889286,2905808,-0.57,3171216,-0.71
4535,至興,201712,270379,-4.1,-0.6,3159665,3187738,-0.88,3159665,-0.88
4535,至興,201801,305765,12.61,13.09,305765,271526,12.61,3193904,0.52
4535,至興,201802,213062,-7.39,-30.32,518827,501596,3.44,3176896,0.16
4535,至興,201803,286496,0.99,34.47,805323,785289,2.55,3179699,-0.29
4535,至興,201804,251185,2.71,-12.33,1056508,1029845,2.59,3186328,0.03
4535,至興,201805,265331,-1.02,5.63,1321839,1297917,1.84,3183587,0.2
4536,拓凱,201707,571362,-1.02,-3.69,3416775,3490653,-2.12,6142615,-3.26
4536,拓凱,201708,625325,-1.37,9.44,4042100,4124651,-2,6133942,-3.06
4536,拓凱,201709,558329,1.15,-10.71,4600428,4676629,-1.63,6140294,-2.26
4536,拓凱,201710,580134,34.35,3.91,5180563,5108437,1.41,6288619,2.59
4536,拓凱,201711,536528,-1.78,-7.52,5717090,5654675,1.1,6278910,1.97
4536,拓凱,201712,598458,6.52,11.54,6315548,6216494,1.59,6315548,1.59
4536,拓凱,201801,613015,46.41,2.43,613015,418704,46.41,6509859,6.07
4536,拓凱,201802,387621,38.85,-36.77,1000636,697868,43.38,6618316,7.07
4536,拓凱,201803,546777,12.47,41.06,1547413,1184033,30.69,6678929,7.39
4536,拓凱,201804,610943,20.64,11.74,2158356,1690431,27.68,6783474,10.59
4536,拓凱,201805,694631,23.66,13.7,2852987,2252143,26.68,6916393,12.84
4541,晟田,201707,83544,14.18,-12.56,625380,576184,8.54,1060849,3.01
4541,晟田,201708,110591,22.08,32.37,735971,666771,10.38,1080853,4.51
4541,晟田,201709,92675,28.63,-16.2,828646,738816,12.16,1101483,9.04
4541,晟田,201710,87693,5.66,-5.38,916339,821813,11.5,1106179,9.97
4541,晟田,201711,107165,28.13,22.2,1023504,905452,13.04,1129705,13.42
4541,晟田,201712,95965,-9.64,-10.45,1119469,1011653,10.66,1119469,10.66
4541,晟田,201801,97373,30.66,1.47,97373,74522,30.66,1142320,12.52
4541,晟田,201802,88100,13.92,-9.52,185473,151854,22.14,1153088,10.85
4541,晟田,201803,123571,35.16,40.26,309044,243278,27.03,1185234,15.08
4541,晟田,201804,102220,-2.94,-17.28,411264,348600,17.98,1182133,13.26
4541,晟田,201805,137577,40.83,34.59,548841,446291,22.98,1222019,16.3
4542,科嶠,201707,50700,43.46,-20.82,312628,165154,89.29,446991,23.69
4542,科嶠,201708,48133,131.48,-5.06,360761,185948,94.01,474330,49.14
4542,科嶠,201709,65135,124.31,35.32,441218,214849,105.36,510427,78.18
4542,科嶠,201710,58867,320.03,-9.62,484763,229001,111.69,555279,102.48
4542,科嶠,201711,58358,23.86,-0.86,543121,276119,96.7,566519,85.07
4542,科嶠,201712,40024,71.06,-31.42,601489,300092,100.43,601489,100.43
4542,科嶠,201801,45618,95.77,13.98,45618,23302,95.77,605461,103.25
4542,科嶠,201802,31129,-7.99,-31.76,72276,57133,26.5,602759,87.71
4542,科嶠,201803,34560,-11.71,11.02,119834,98223,22,598175,86.08
4542,科嶠,201804,35860,-30.68,3.76,142696,148006,-3.59,582306,62.14
4542,科嶠,201805,60500,21.26,68.71,203196,197900,2.68,592912,48.93
4543,萬在,201707,85845,-17.45,-9.87,563940,673648,-16.29,994429,-8.54
4543,萬在,201708,93166,-19.52,8.53,657106,789410,-16.76,971833,-12.16
4543,萬在,201709,74597,-9.26,-19.93,730028,871587,-16.24,964224,-13.05
4543,萬在,201710,65607,-8.75,-12.05,797310,943514,-15.5,957933,-13.81
4543,萬在,201711,64057,-18.32,-2.36,861367,1021938,-15.71,943566,-14.74
4543,萬在,201712,75352,-8.33,17.63,936754,1104160,-15.16,936754,-15.16
4543,萬在,201801,90772,29.74,20.46,90772,69966,29.74,957525,-11.89
4543,萬在,201802,74798,25.7,-17.6,165570,129471,27.88,972819,-10.16
4543,萬在,201803,93755,7.82,25.34,259324,216412,19.82,979617,-7.45
4543,萬在,201804,95095,30.66,1.43,354420,289207,22.55,1001933,-2.23
4543,萬在,201805,103441,10.46,8.78,457861,382849,19.59,1011731,-0.32
4545,銘鈺,201707,170209,-4.31,-10.21,1123115,1478398,-24.03,2276823,-22.71
4545,銘鈺,201708,235629,11.29,38.44,1358745,1690123,-19.61,2300727,-20.23
4545,銘鈺,201709,319137,32.93,35.44,1677882,1930208,-13.07,2379778,-11.55
4545,銘鈺,201710,274206,26.69,-14.08,1952088,2146656,-9.06,2437537,-8.69
4545,銘鈺,201711,295718,29.73,7.85,2247806,2374613,-5.34,2505298,-3.55
4545,銘鈺,201712,221579,-13.95,-25.07,2469384,2632106,-6.18,2469384,-6.18
4545,銘鈺,201801,138733,-9.79,-37.39,138733,153782,-9.79,2454335,-3.77
4545,銘鈺,201802,116570,-21.55,-15.98,255303,302368,-15.57,2422319,-3.49
4545,銘鈺,201803,174702,17.71,49.87,430005,450784,-4.61,2448605,1.46
4545,銘鈺,201804,138193,-5.06,-20.9,568198,596345,-4.72,2441237,4.87
4545,銘鈺,201805,138733,-16.93,0.39,706931,763346,-7.39,2412970,5.23
4549,桓達,201707,82586,17.81,-17.29,588665,473595,24.3,977680,19.26
4549,桓達,201708,93234,27.56,12.89,681899,546683,24.73,997826,22.1
4549,桓達,201709,95357,35,2.28,778181,618999,25.72,1022549,24.3
4549,桓達,201710,87588,24.22,-8.15,864843,687826,25.74,1039628,25.78
4549,桓達,201711,101381,20.68,15.75,966224,771831,25.19,1057003,25.22
4549,桓達,201712,93052,2.51,-8.22,1060656,865748,22.51,1060656,22.51
4549,桓達,201801,99241,61.76,6.65,99241,61352,61.76,1097166,27.79
4549,桓達,201802,58975,-20.19,-40.57,158216,135247,16.98,1082246,21.52
4549,桓達,201803,106254,4.46,80.17,263834,237112,11.27,1086786,19.38
4549,桓達,201804,88953,16.85,-16.28,353422,313085,12.88,1099615,19.89
4549,桓達,201805,104087,11.74,17.01,457510,406233,12.62,1110554,17.9
4550,長佳,201707,140672,-22.58,-4.84,793366,907580,-12.58,1531128,1.86
4550,長佳,201708,195857,86.31,39.23,989224,1012702,-2.32,1621863,7.47
4550,長佳,201709,107829,-37.99,-44.95,1097052,1186595,-7.55,1555799,-1.28
4550,長佳,201710,103960,-22.48,-3.59,1201013,1320711,-9.06,1525644,-6.07
4550,長佳,201711,102807,-37.14,-1.11,1303820,1484256,-12.16,1464906,-14.72
4550,長佳,201712,135296,-16.01,31.6,1439116,1645346,-12.53,1439116,-12.53
4550,長佳,201801,97163,36.42,-28.18,97163,71225,36.42,1465053,-9.85
4550,長佳,201802,162541,117.07,67.29,259704,146103,77.75,1552716,-3.79
4550,長佳,201803,81944,-25.81,-49.59,341648,256558,33.17,1524205,-2.58
4550,長佳,201804,87547,-27.29,6.84,429195,376971,13.85,1491339,-5.56
4550,長佳,201805,123697,-3.29,41.29,552892,504871,9.51,1487136,-5.09
4551,智伸科,201707,329487,15.69,3.03,2209175,2009447,9.94,3727060,12.29
4551,智伸科,201708,366157,27.92,11.13,2575332,2295689,12.18,3806975,13.28
4551,智伸科,201709,329777,10.08,-9.94,2905109,2595268,11.94,3837173,11.95
4551,智伸科,201710,373129,26,13.15,3278238,2891400,13.38,3914170,13.23
4551,智伸科,201711,370579,15.63,-0.68,3648817,3211893,13.6,3964256,13.65
4551,智伸科,201712,400104,26.84,7.97,4048921,3527332,14.79,4048921,14.79
4551,智伸科,201801,409832,34.56,2.43,409832,304565,34.56,4154188,19.01
4551,智伸科,201802,306985,13.19,-25.09,716817,575773,24.5,4189965,18.03
4551,智伸科,201803,382767,4.97,24.69,1099584,940421,16.92,4208084,16.15
4551,智伸科,201804,365792,18.59,-4.43,1465376,1248860,17.34,4265437,17.59
4551,智伸科,201805,356643,14.66,-2.5,1822019,1559896,16.8,4311044,18.31
4552,力達-KY,201707,734129,-2.02,2.27,4509714,4727488,-4.61,8031740,0.11
4552,力達-KY,201708,731233,4.18,-0.39,5240092,5431903,-3.53,8061056,0.08
4552,力達-KY,201709,752159,7.95,2.86,5990691,6135168,-2.36,8112348,0.45
4552,力達-KY,201710,654621,0.3,-12.97,6722049,6787968,-0.97,8114337,-0.23
4552,力達-KY,201711,751329,2.73,14.77,7396147,7523993,-1.7,8134291,-0.57
4552,力達-KY,201712,728113,-1.3,-3.09,8123832,8266171,-1.72,8123832,-1.72
4552,力達-KY,201801,628322,3.91,-13.71,628322,604698,3.91,8148354,-0.29
4552,力達-KY,201802,620220,-0.26,-1.29,1254397,1226922,2.24,8146768,-1.44
4552,力達-KY,201803,638690,13.5,2.98,1887308,1789039,5.49,8222732,0.89
4552,力達-KY,201804,633970,11.01,-0.74,2521306,2359928,6.84,8285620,3.11
4552,力達-KY,201805,745839,7.32,17.65,3265990,3057579,6.82,8336481,3.62
4554,橙的,201707,45901,-28.97,7.45,302398,405945,-25.51,562300,-13.06
4554,橙的,201708,42536,-22.34,-7.33,344934,460718,-25.13,550063,-15.43
4554,橙的,201709,35956,-30.61,-15.47,380890,512534,-25.68,534203,-17.99
4554,橙的,201710,31794,-33.97,-11.58,412684,560684,-26.4,517847,-21.39
4554,橙的,201711,33189,-34.11,4.39,445873,611055,-27.03,500665,-24.77
4554,橙的,201712,37204,-32.1,12.1,483077,665848,-27.45,483077,-27.45
4554,橙的,201801,37892,-17.86,1.85,37892,46133,-17.86,474835,-27.97
4554,橙的,201802,33859,-5.12,-10.64,71751,81821,-12.31,473006,-27.32
4554,橙的,201803,44455,-2.73,31.29,116206,127525,-8.88,471758,-25.81
4554,橙的,201804,41319,8.41,-7.05,157525,165637,-4.9,474965,-22.23
4554,橙的,201805,40209,-16.48,-2.69,197734,213780,-7.51,467031,-22.07
4555,氣立,201707,144702,17.64,-5.22,824051,784059,5.1,1268117,-3.55
4555,氣立,201708,137707,36.48,-4.83,961758,884959,8.68,1304924,2.52
4555,氣立,201709,125237,54.2,-9.06,1091200,969447,12.56,1348942,9.41
4555,氣立,201710,115571,40.52,-7.72,1202566,1048425,14.7,1382266,13.17
4555,氣立,201711,133356,53.32,15.39,1335922,1135404,17.66,1428643,16.72
4555,氣立,201712,129495,39.66,-2.9,1473795,1226410,20.17,1473795,20.17
4555,氣立,201801,137191,81.27,5.94,137191,75683,81.27,1526925,26.77
4555,氣立,201802,96244,29.48,-29.85,233435,150016,55.61,1548836,28.58
4555,氣立,201803,145189,27.38,50.86,379217,264472,43.39,1580041,29.09
4555,氣立,201804,158490,27.55,9.16,537114,388258,38.34,1614273,31.14
4555,氣立,201805,172209,24.41,8.66,709323,526683,34.68,1648057,33.37
4556,旭然,201707,33731,-0.89,-1.87,224312,209268,7.19,380586,-0.01
4556,旭然,201708,36460,45.64,8.09,260771,234302,11.3,392012,4.48
4556,旭然,201709,33865,32.96,-7.12,294388,259772,13.33,400744,9.34
4556,旭然,201710,36977,6.22,9.19,331366,294247,12.61,402909,10.81
4556,旭然,201711,37477,8.29,1.35,368843,328854,12.16,405779,11.02
4556,旭然,201712,38759,5.35,3.42,407760,365891,11.44,407760,11.44
4556,旭然,201801,35695,13,-7.91,35695,31588,13,411855,10.86
4556,旭然,201802,28377,20,-20.5,64072,55235,16,416585,12.04
4556,旭然,201803,38402,26.92,35.33,102526,85492,19.92,423048,13.33
4556,旭然,201804,33231,-6.37,-13.47,135756,120983,12.21,422471,11.95
4556,旭然,201805,42035,19.68,26.49,177791,156106,13.89,429382,13.32
4557,永新-KY,201707,106255,-24.12,-16.51,782974,848557,-7.73,1366810,-2.97
4557,永新-KY,201708,108982,-6.12,2.57,891956,964648,-7.54,1359701,-2.87
4557,永新-KY,201709,117809,11.27,8.1,1009709,1072034,-5.81,1371638,-0.75
4557,永新-KY,201710,113761,15.44,-3.44,1123526,1169064,-3.9,1386855,0.32
4557,永新-KY,201711,121689,4.38,6.97,1245215,1285642,-3.14,1391966,-1.31
4557,永新-KY,201712,114285,-19.77,-6.08,1361401,1424198,-4.41,1361401,-4.41
4557,永新-KY,201801,140115,47.68,22.6,140115,94875,47.68,1409039,-0.52
4557,永新-KY,201802,69135,0.47,-50.66,209249,163684,27.84,1409365,-1.49
4557,永新-KY,201803,116895,-8.06,69.08,330284,289097,14.25,1399122,-2.37
4557,永新-KY,201804,124858,0.19,6.81,451002,413715,9.01,1399361,-2.06
4557,永新-KY,201805,126013,-8.89,0.93,577015,552027,4.53,1387062,-0.59
4560,強信-KY,201707,112271,32.25,-9.04,756387,625344,20.96,1315991,
4560,強信-KY,201708,109091,1.41,-2.83,865481,733900,17.93,1317508,
4560,強信-KY,201709,122793,-6.41,12.56,982271,867065,13.29,1309100,
4560,強信-KY,201710,114489,74.79,-6.76,1096635,923309,18.77,1358087,13.09
4560,強信-KY,201711,132409,28.05,15.65,1230962,1026381,19.93,1387090,16.78
4560,強信-KY,201712,141401,2.37,6.79,1374470,1176155,16.86,1374470,16.86
4560,強信-KY,201801,148797,125.34,5.23,148797,66033,125.34,1473131,26.45
4560,強信-KY,201802,125617,20.8,-15.58,274582,170556,60.99,1494759,23.37
4560,強信-KY,201803,158288,12.56,26.01,420355,294394,42.79,1512422,24.62
4560,強信-KY,201804,176071,58.34,11.23,606692,406446,49.27,1577297,28.29
4560,強信-KY,201805,161838,43.68,-8.08,758264,518881,46.13,1626494,30.59
4561,健椿,201707,72860,19.42,-15.15,500898,329484,52.02,824853,68.59
4561,健椿,201708,81379,10.86,11.69,582277,402889,44.53,832827,56.48
4561,健椿,201709,62993,60.97,-22.59,645270,442022,45.98,856687,56.2
4561,健椿,201710,81657,36.62,29.63,726927,501792,44.87,878574,54.18
4561,健椿,201711,93323,11.45,14.29,820250,585525,40.09,888164,42.69
4561,健椿,201712,70426,3.7,-24.54,890676,653438,36.31,890676,36.31
4561,健椿,201801,90814,51.91,28.95,90814,59781,51.91,921710,32.85
4561,健椿,201802,58556,6.27,-35.52,149370,114880,30.02,925166,29.76
4561,健椿,201803,85463,8.1,45.95,234833,193937,21.09,931573,26.11
4561,健椿,201804,93421,30.07,9.31,328254,265761,23.51,953170,25.03
4561,健椿,201805,106235,39.03,13.72,434489,342174,26.98,982992,25.06
4562,穎漢,201707,118727,1.06,-11.99,829765,695619,19.28,1519607,24.74
4562,穎漢,201708,138649,0.12,16.78,968414,834101,16.1,1519774,23.63
4562,穎漢,201709,112682,1.16,-18.73,1083400,951558,13.86,1521066,23.4
4562,穎漢,201710,124122,-9.32,10.15,1205218,1082363,11.35,1508316,20.26
4562,穎漢,201711,133387,-7.8,7.46,1338605,1227027,9.09,1497039,13.46
4562,穎漢,201712,159148,0.45,19.31,1504683,1391738,8.11,1504683,8.11
4562,穎漢,201801,109567,0.51,-31.15,109567,109013,0.51,1498307,6
4562,穎漢,201802,96773,-9.31,-11.68,206340,215726,-4.35,1488367,3.79
4562,穎漢,201803,115281,10.41,19.13,321756,319328,0.76,1499238,2.83
4562,穎漢,201804,125040,1,8.47,446661,443936,0.61,1500478,1.02
4562,穎漢,201805,134413,1.67,7.5,581074,576141,0.86,1502686,0.46
4566,時碩工業,201707,243627,40.77,-13.35,1928021,1440909,33.81,3165344,
4566,時碩工業,201708,269949,12.39,10.8,2197970,1681098,30.75,3195104,
4566,時碩工業,201709,295452,20.78,9.45,2493422,1926626,29.42,3245928,
4566,時碩工業,201710,289774,21.88,-1.92,2783195,2163476,28.64,3297952,29.24
4566,時碩工業,201711,275238,5.69,-5.02,3058433,2423892,26.18,3312773,26.9
4566,時碩工業,201712,276768,9.92,0.56,3335202,2675683,24.65,3335202,24.65
4566,時碩工業,201801,339473,24.87,22.66,339473,271869,24.87,3402806,23.87
4566,時碩工業,201802,231164,0.57,-31.91,570637,501717,13.74,3404122,22.28
4566,時碩工業,201803,294524,-12.91,27.41,865174,839901,3.01,3360462,15.45
4566,時碩工業,201804,266838,-3.11,-9.4,1131998,1115300,1.5,3351901,13.21
4566,時碩工業,201805,301600,4.74,13.03,1433598,1403238,2.16,3365563,10.5
4609,唐鋒,201707,46836,7,39.1,263705,434444,-39.3,879881,-15.53
4609,唐鋒,201708,60264,-79.66,28.67,323969,730704,-55.66,643885,-45.46
4609,唐鋒,201709,143531,-17.21,138.17,466502,888588,-47.5,614039,-46.54
4609,唐鋒,201710,164739,76.57,14.78,632239,997383,-36.61,685476,-36.33
4609,唐鋒,201711,46412,67.15,-71.83,678651,1025150,-33.8,704121,-33.61
4609,唐鋒,201712,23752,-6.75,-48.82,699563,1049718,-33.36,699563,-33.36
4609,唐鋒,201801,92601,71.18,289.87,92601,54096,71.18,740908,-24.9
4609,唐鋒,201802,45127,99.94,-51.27,137728,76666,79.65,763465,-22.87
4609,唐鋒,201803,26863,-11.32,-40.47,165514,109332,51.39,760037,-21.59
4609,唐鋒,201804,43129,-6.81,60.55,207720,153239,35.55,756884,-19.04
4609,唐鋒,201805,32963,10.03,-23.57,240683,183198,31.38,759888,-14.84
4702,中美實,201707,31247,-34.95,-32.31,342954,523591,-34.5,640215,-30.24
4702,中美實,201708,36018,-24.44,15.27,378972,571256,-33.66,628568,-28.43
4702,中美實,201709,45638,-25.37,26.71,423449,630131,-32.8,613053,-27.96
4702,中美實,201710,35239,-41.7,-22.79,459849,692850,-33.63,587851,-29.92
4702,中美實,201711,31249,-54.65,-11.32,491098,761759,-35.53,550191,-34.27
4702,中美實,201712,31093,-47.38,-0.5,521917,814895,-35.95,521917,-35.95
4702,中美實,201801,39121,-32.51,25.82,39121,57962,-32.51,503349,-37.58
4702,中美實,201802,31569,-22.62,-19.3,70690,98758,-28.42,494123,-37.39
4702,中美實,201803,44153,-32.02,39.86,115469,165058,-30.04,473324,-38.05
4702,中美實,201804,41438,-12.05,-6.15,156281,210827,-25.87,467645,-33.69
4702,中美實,201805,44075,-19.45,6.36,200356,265542,-24.55,457005,-32.66
4706,大恭,201707,137400,5.8,-5.04,957835,976106,-1.87,1713995,4.52
4706,大恭,201708,147102,0.12,7.06,1104937,1123032,-1.61,1714171,2.71
4706,大恭,201709,147429,1.86,0.22,1251929,1267399,-1.21,1716870,2.17
4706,大恭,201710,134539,-10.01,-8.74,1386905,1417260,-2.14,1701911,0.31
4706,大恭,201711,140273,-12.22,4.26,1527178,1577052,-3.16,1682392,-2.11
4706,大恭,201712,130345,-16.02,-7.08,1661817,1731753,-4.04,1661817,-4.04
4706,大恭,201801,156875,16.08,20.35,156875,135144,16.08,1679254,-2.51
4706,大恭,201802,96266,-11.42,-38.64,253141,243827,3.82,1666837,-3.76
4706,大恭,201803,158861,-3.7,65.02,411892,408626,0.79,1660739,-3.42
4706,大恭,201804,128105,12.24,-19.36,540107,522919,3.29,1674711,-1.56
4706,大恭,201805,142571,-6.71,11.29,682678,675742,1.03,1664459,-2.48
4707,磐亞,201707,113474,-11.17,-31.08,842793,1042822,-19.18,1463617,-16.87
4707,磐亞,201708,139725,8.15,23.13,982518,1172012,-16.17,1474152,-14.76
4707,磐亞,201709,124740,-4.37,-10.72,1107412,1303195,-15.02,1468446,-12.97
4707,磐亞,201710,144407,74.29,15.77,1251665,1385312,-9.65,1529999,-6.21
4707,磐亞,201711,140838,54.82,-2.47,1392502,1476277,-5.67,1579871,-3.41
4707,磐亞,201712,120411,-35.74,-14.5,1513128,1664559,-9.1,1513128,-9.1
4707,磐亞,201801,151686,5.22,25.97,151686,144158,5.22,1520443,-9.48
4707,磐亞,201802,118702,19.56,-21.74,270388,243441,11.07,1539862,-7.13
4707,磐亞,201803,221588,116.17,86.68,492056,345987,42.21,1658946,5.7
4707,磐亞,201804,90438,4.43,-59.19,582414,432549,34.65,1662780,12.15
4707,磐亞,201805,199906,51.29,121.04,782320,564680,38.54,1730555,19.47
4711,永純,201707,131544,42.8,15.3,785754,661408,18.8,1319233,16.79
4711,永純,201708,102231,-6.48,-22.28,887985,770725,15.21,1312147,14.32
4711,永純,201709,95878,5.69,-6.21,983863,861438,14.21,1317313,14.83
4711,永純,201710,76231,-32.74,-20.49,1060094,974775,8.75,1280206,9.71
4711,永純,201711,96601,-9.96,26.72,1156695,1082064,6.9,1269519,8.06
4711,永純,201712,83621,-25.88,-13.44,1240316,1194888,3.8,1240316,3.8
4711,永純,201801,90353,-23.84,8.05,90353,118639,-23.84,1212029,-1.21
4711,永純,201802,77854,-25.18,-13.83,168207,222698,-24.47,1185824,-5.95
4711,永純,201803,99861,-13.22,28.27,268068,337777,-20.64,1170606,-7.93
4711,永純,201804,82509,-18.17,-17.38,350577,438608,-20.07,1152285,-9.39
4711,永純,201805,102304,0.78,23.99,452881,540120,-16.15,1153077,-9.13
4712,南璋,201707,26159,-35.55,18.14,125526,323732,-61.23,380751,-40.11
4712,南璋,201708,36262,-13.03,38.62,161788,365429,-55.73,375316,-39.16
4712,南璋,201709,32386,-33.72,-10.69,194174,414293,-53.13,358838,-39.69
4712,南璋,201710,15474,-55.84,-52.22,209648,449331,-53.34,339274,-40.34
4712,南璋,201711,29537,-52.85,90.88,239185,511977,-53.28,306165,-46.59
4712,南璋,201712,23823,-64.43,-19.35,263008,578957,-54.57,263008,-54.57
4712,南璋,201801,15874,-61.66,-33.37,15874,41408,-61.66,237474,-58.22
4712,南璋,201802,13475,26.62,-15.11,29349,52050,-43.61,240307,-55.12
4712,南璋,201803,5318,-18.05,-60.53,34666,58539,-40.78,239136,-52.31
4712,南璋,201804,10839,25.38,103.82,45505,67184,-32.27,241330,-48.46
4712,南璋,201805,3032,-69.8,-72.03,48537,77225,-37.15,234321,-46.21
4714,永捷,201707,44660,32.06,11.88,327536,258433,26.74,565276,19.63
4714,永捷,201708,47199,36.57,5.69,374735,292994,27.9,577914,28.47
4714,永捷,201709,35612,-21.58,-24.55,406027,334800,21.26,568114,28.58
4714,永捷,201710,47367,-9.3,33.01,457714,390631,17.17,563256,25.41
4714,永捷,201711,38643,-32.8,-18.42,496357,448135,10.76,544395,14.96
4714,永捷,201712,48815,1.62,26.32,540847,474174,14.06,540847,14.06
4714,永捷,201801,52710,30.21,7.98,52710,40480,30.21,557402,11.38
4714,永捷,201802,24638,-34.66,-53.26,77348,78185,-1.07,544335,6.15
4714,永捷,201803,65966,5.19,167.74,143314,136577,4.93,547590,2.45
